Brand,Storage,Refresh_Rate,Weight,Price,CPU_Brand,CPU_Series,CPU_Type,Warranty_Years,RAM_GB,OS,Brand_enc,CPU_Brand_enc,CPU_Series_enc,CPU_Type_enc,OS_enc
Lenovo,512,60,2.4 kg,31799,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,512,60,2.4 kg,31777,intel,i5,h,1,8,dos,8,1,5,3,2
Dell,1,60,2.81 kg,58000,intel,i7,hx,1,8,Windows 11,4,1,6,5,1
MSI,512,60,1.86 kg,45000,intel,i5,h,1,16,Windows 11,9,1,5,3,1
ASUS,512,144,2.30 Kg,42800,intel,i7,h,2,16,Windows 11,1,1,6,3,1
HP,1,144,2.29 kg,39049,amd,ryzen 5,h,1,8,Windows 11,5,0,9,3,1
HP,1,144,2.29 kg,33499,amd,ryzen 5,h,1,16,Windows 11,5,0,9,3,1
Lenovo,1,60,2.35 kg,49000,intel,i7,h,1,16,dos,8,1,6,3,2
Dell,1,60,2.81 kg,59000,intel,i7,hx,1,16,Windows 11,4,1,6,5,1
Dell,1,60,2.672 Kg,52777,intel,i7,h,1,16,Windows 10,4,1,6,3,0
Lenovo,1,60,2.4 kg,37999,intel,i5,h,1,8,Windows 11,8,1,5,3,1
Lenovo,512,60,2.4 kg,49999,amd,ryzen 7,hs,1,16,Windows 11,8,0,10,4,1
Lenovo,2,60,2.5 kg,106000,intel,i7,h,1,32,Windows 11,8,1,6,3,1
HP,512,144,2.29 kg,34999,amd,ryzen 5,h,1,16,Windows 11,5,0,9,3,1
Dell,1,60,3.25 kg,147450,intel,i7,hx,1,16,Windows 11,4,1,6,5,1
HP,1,60,2.35 kg,79777,intel,i9,h,1,16,Windows 11,5,1,7,3,1
Lenovo,1,60,2.55 kg,70999,intel,i7,hx,1,16,dos,8,1,6,5,2
Lenovo,1,60,2.4 kg,57799,intel,i7,h,1,16,Windows 11,8,1,6,3,1
Lenovo,512,144,2.25 kg,43999,amd,ryzen 7,h,1,8,Windows 11,8,0,10,3,1
Lenovo,1,60,2.3 kg,58999,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,1,60,2.55 kg,124999,intel,i9,hx,1,16,Windows 11,8,1,7,5,1
Acer,512,60,2.49 kg,54999,intel,i7,h,1,16,Windows 10,2,1,6,3,0
ASUS,1,144,2.00 Kg,82999,amd,ryzen 7,hs,1,16,Windows 11,1,0,10,4,1
Dell,512,60,2.52 kg,39999,amd,ryzen 7,h,1,16,Windows 11,4,0,10,3,1
HP,512,144,2.29 kg,53599,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.4kg,46149,amd,ryzen 7,h,1,16,dos,5,0,10,3,2
HP,512,144,2.4 kg,42000,amd,ryzen 5,h,1,16,dos,5,0,9,3,2
Lenovo,512,60,2.4 kg,50777,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
Lenovo,512,60,2.35 kg,43499,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,144,2.25 kg,43800,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
Lenovo,512,144,2.25 kg,43000,amd,ryzen 7,h,1,8,dos,8,0,10,3,2
HP,512,144,2.4kg,58888,amd,ryzen 5,h,1,16,dos,5,0,9,3,2
HP,512,144,2.4kg,46149,amd,ryzen 7,h,1,16,dos,5,0,10,3,2
HP,512,144,2.4kg,46149,amd,ryzen 7,h,1,16,dos,5,0,10,3,2
HP,1,144,2.33 kg,55999,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.4kg,36999,amd,ryzen 5,h,1,16,dos,5,0,9,3,2
HP,512,144,2.29 kg,50499,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.29 kg,50999,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.29 kg,30999,amd,ryzen 5,h,1,8,dos,5,0,9,3,2
HP,512,144,2.29 kg,28999,amd,ryzen 5,h,1,8,dos,5,0,9,3,2
ASUS,1,144,2.90 Kg,103999,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,1,144,1.65 Kg,53499,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,1,144,1.65 Kg,53499,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,1,144,2.60 Kg,117699,intel,i9,h,2,32,Windows 11,1,1,7,3,1
HP,512,144,2.46 Kg,35500,amd,ryzen 7,h,1,16,dos,5,0,10,3,2
HP,512,144,2.46 Kg,35500,amd,ryzen 7,h,1,16,dos,5,0,10,3,2
HP,1,144,2.46 Kg,54699,intel,i7,h,1,16,dos,5,1,6,3,2
Acer,512,60,2.50 kg,29999,intel,i5,h,1,8,dos,2,1,5,3,2
Lenovo,512,144,2.315 kg,46800,intel,i5,h,1,8,Windows 11,8,1,5,3,1
ASUS,1,144,1.90 Kg,44999,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,512,144,1.60 Kg,45999,amd,ryzen 9,hs,2,16,Windows 11,1,0,11,4,1
ASUS,1,144,2.60 Kg,47049,intel,i7,h,2,16,Windows 10,1,1,6,3,0
ASUS,1,144,2.30 Kg,41999,amd,ryzen 7,h,2,16,Windows 10,1,0,10,3,0
ASUS,1,144,1.70 Kg,50999,amd,ryzen 9,hs,2,16,Windows 11,1,0,11,4,1
ASUS,512,144,1.30 Kg,52999,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,512,144,1.30 Kg,62400,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,512,144,1.18 Kg,53499,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,1,144,1.18 Kg,69099,intel,i9,h,2,16,Windows 11,1,1,7,3,1
ASUS,1,144,2.30 Kg,108900,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,2,144,2.90 Kg,107000,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,1,144,2.90 Kg,119999,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,512,144,2.20 Kg,44000,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
HP,512,144,2.29 kg,43899,amd,ryzen 7,h,1,16,Windows 11,5,0,10,3,1
HP,1,144,2.46 kg,39499,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.29 kg,36999,intel,i7,h,1,8,dos,5,1,6,3,2
Lenovo,512,144,2.25 kg,27499,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
HP,512,144,2.46 kg,24750,amd,ryzen 5,h,1,8,Windows 11,5,0,9,3,1
MSI,2,60,2.89 Kg,129999,intel,i9,h,2,4,Windows 11,9,1,7,3,1
MSI,1,60,2.1 kg,57999,intel,i7,h,2,16,Windows 11,9,1,6,3,1
MSI,1,60,2.25 kg,62049,intel,i7,h,2,16,Windows 11,9,1,6,3,1
MSI,256,60,1.86 kg,36144,intel,i7,h,2,8,Windows 11,9,1,6,3,1
MSI,256,60,1.86 kg,32100,intel,i7,h,1,8,dos,9,1,6,3,2
MSI,1,60,2.9 kg,79599,intel,i7,h,2,32,Windows 11,9,1,6,3,1
MSI,1,60,2.38 kg,83299,intel,i7,h,2,32,Windows 11,9,1,6,3,1
Lenovo,512,60,2.55 kg,71000,intel,i7,hx,1,16,Windows 11,8,1,6,5,1
ASUS,1,144,2 Kg,102999,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,1,144,2.50 Kg,135000,intel,i7,hx,2,16,Windows 11,1,1,6,5,1
ASUS,512,144,2.20 Kg,47599,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,512,144,2.20 Kg,84999,amd,ryzen 9,hs,2,16,Windows 11,1,0,11,4,1
ASUS,512,144,2.20 Kg,34499,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,512,144,2.20 Kg,60149,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.20 Kg,69700,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.20 Kg,64999,intel,i9,h,2,16,Windows 11,1,1,7,3,1
Dell,512,60,2.81 kg,50099,intel,i7,hx,1,16,Windows 11,4,1,6,5,1
ASUS,512,144,2.00 Kg,44999,intel,i7,h,2,8,Windows 10,1,1,6,3,0
Lenovo,512,60,2.3 kg,40000,intel,i7,h,1,16,dos,8,1,6,3,2
ASUS,512,144,2.20 Kg,91555,intel,i9,h,2,16,Windows 11,1,1,7,3,1
HP,512,144,2.46 kg,24799,amd,ryzen 5,h,1,8,Windows 11,5,0,9,3,1
ASUS,512,144,2.20 Kg,43999,intel,i7,h,2,16,Windows 11,1,1,6,3,1
Dell,512,60,2.81 kg,62000,intel,i7,hx,1,16,Windows 11,4,1,6,5,1
Lenovo,512,60,1.95 kg,47499,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,144,2.315 kg,49999,intel,i7,h,2,16,Windows 11,8,1,6,3,1
Lenovo,512,60,2.4 kg,41299,amd,ryzen 5,h,1,8,Windows 11,8,0,9,3,1
Lenovo,512,60,2.4 kg,46000,intel,i7,h,1,8,dos,8,1,6,3,2
Lenovo,512,60,2.4 kg,49499,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,60,2.4 kg,46199,intel,i7,h,1,16,dos,8,1,6,3,2
Dell,512,60,2.57 kg,38000,amd,ryzen 5,h,1,8,Windows 11,4,0,9,3,1
ASUS,2,144,3.10 Kg,146499,intel,i9,hx,2,32,Windows 11,1,1,7,5,1
ASUS,512,144,2.00 Kg,43999,intel,i7,h,2,16,Windows 10,1,1,6,3,0
ASUS,1,144,2.30 Kg,47555,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
MSI,1,60,1.86 kg,25999,intel,i5,h,1,8,Windows 11,9,1,5,3,1
MSI,1,60,1.86 kg,32099,intel,i7,h,1,16,Windows 11,9,1,6,3,1
MSI,1,60,1.86 kg,29050,intel,i5,h,1,8,Windows 11,9,1,5,3,1
MSI,1,60,1.86 kg,38499,intel,i5,h,1,8,dos,9,1,5,3,2
ASUS,1,144,1.18 Kg,84999,intel,i9,h,2,16,Windows 11,1,1,7,3,1
ASUS,512,60,1.80 Kg,49500,amd,ryzen 5,h,2,8,Windows 11,1,0,9,3,1
ASUS,1,60,1.95 Kg,39999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,144,2.00 Kg,83999,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,1,144,2.00 Kg,89999,amd,ryzen 9,hs,2,32,Windows 11,1,0,11,4,1
ASUS,1,60,2.40 Kg,73999,intel,i7,h,2,32,Windows 11,1,1,6,3,1
ASUS,1,60,2.40 Kg,85699,amd,ryzen 9,hx,2,32,Windows 11,1,0,11,5,1
ASUS,1,144,2.20 Kg,57999,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,1,60,2.34 kg,135500,intel,i9,h,2,32,Windows 11,1,1,7,3,1
ASUS,1,144,2.30 Kg,51999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
Acer,512,60,2.5 kg,41999,intel,i7,h,2,16,dos,2,1,6,3,2
Acer,512,60,2.1 kg,24999,intel,i7,p,2,16,dos,2,1,6,6,2
Acer,512,60,2.1 kg,23999,intel,i5,p,2,8,dos,2,1,5,6,2
Acer,1,60,2.6 kg,40000,intel,i7,h,2,32,dos,2,1,6,3,2
Acer,1,60,2.2 Kg,36999,intel,i7,h,2,4,dos,2,1,6,3,2
ASUS,512,144,2.30 Kg,30999,intel,i5,h,2,8,Windows 11,1,1,5,3,1
ASUS,1,144,2.30 Kg,49999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,144,1.90 Kg,69999,amd,ryzen 9,hs,2,32,Windows 11,1,0,11,4,1
ASUS,1,144,3.10 Kg,124999,intel,i9,hx,2,32,Windows 11,1,1,7,5,1
MSI,1,60,1.86 kg,24499,intel,i5,h,1,8,dos,9,1,5,3,2
MSI,1,60,2.25 kg,41999,intel,i7,h,1,16,Windows 11,9,1,6,3,1
ASUS,512,144,2.00 Kg,42500,intel,i7,h,2,16,Windows 11,1,1,6,3,1
MSI,1,60,2.25 kg,57799,intel,i7,h,1,16,Windows 11,9,1,6,3,1
MSI,1,60,2.25 kg,70000,intel,i7,h,1,16,Windows 11,9,1,6,3,1
MSI,1,60,1.86 kg,35480,intel,i7,h,1,16,Windows 10,9,1,6,3,0
MSI,1,60,1.86 kg,36959,intel,i7,h,1,16,Windows 11,9,1,6,3,1
ASUS,512,144,2.00 Kg,69999,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
ASUS,1,144,2.2 Kg,44449,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.1 Kg,64999,amd,ryzen 7,hs,2,16,Windows 11,1,0,10,4,1
Lenovo,512,144,2.25 kg,29999,intel,i7,h,1,16,dos,8,1,6,3,2
Acer,256,60,1.824 Kg,24199,intel,i5,p,2,8,dos,2,1,5,6,2
Acer,512,60,1.824 Kg,25700,intel,i7,p,2,8,dos,2,1,6,6,2
Acer,512,60,2.15 Kg,25299,amd,ryzen 5,u,2,8,dos,2,0,9,7,2
Acer,512,60,2.15 Kg,32499,amd,ryzen 7,u,2,16,dos,2,0,10,7,2
ASUS,512,144,2 Kg,36000,intel,i7,h,2,16,Windows 11,1,1,6,3,1
Lenovo,512,144,2.315 kg,60499,intel,i7,h,1,16,dos,8,1,6,3,2
ASUS,512,144,2.30 Kg,20999,amd,ryzen 5,h,1,8,Windows 11,1,0,9,3,1
ASUS,512,144,2.30 Kg,23100,amd,ryzen 5,h,2,8,Windows 11,1,0,9,3,1
MSI,256,60,1.86 kg,32000,intel,i7,h,1,8,dos,9,1,6,3,2
HP,1,144,2.46 kg,49999,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.46 kg,24999,amd,ryzen 5,h,1,8,Windows 11,5,0,9,3,1
Acer,512,60,2.4 Kg,24499,intel,i5,h,1,16,Windows 10,2,1,5,3,0
Dell,512,60,2.559 Kg,47777,intel,i5,h,1,8,Windows 11,4,1,5,3,1
HP,512,60,2.3 kg,28999,intel,i5,h,1,16,Windows 11,5,1,5,3,1
HP,1,144,2.48 kg,37800,intel,i7,h,1,16,dos,5,1,6,3,2
HP,512,144,2.46 kg,47500,intel,i7,h,1,16,Windows 11,5,1,6,3,1
ASUS,512,144,2.10 Kg,57666,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
Lenovo,1,60,2.4 kg,49999,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,512,60,2.45 kg,53999,amd,ryzen 7,h,1,16,Windows 11,8,0,10,3,1
Dell,512,60,2.559 Kg,33999,intel,i5,h,1,8,dos,4,1,5,3,2
ASUS,1,144,2.10 Kg,35999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,512,144,2.20 Kg,49999,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.00 Kg,29999,intel,i5,h,2,8,Windows 11,1,1,5,3,1
Lenovo,1,60,2.4 kg,45999,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
ASUS,1,60,1.65 kg,30999,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.00 Kg,25999,intel,i5,h,2,8,Windows 11,1,1,5,3,1
ASUS,512,144,2.00 Kg,33499,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.30 Kg,40999,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
Lenovo,256,144,2.25 kg,27499,intel,i7,h,1,8,Windows 11,8,1,6,3,1
Acer,512,60,1.5 kg,35199,amd,ryzen 7,u,1,16,Windows 11,2,0,10,7,1
MSI,1,60,1.90 kg,48499,amd,ryzen 7,h,1,16,Windows 10,9,0,10,3,0
ASUS,1,144,2.00 Kg,57999,intel,i7,h,1,16,Windows 10,1,1,6,3,0
ASUS,512,144,2 kg,35999,intel,i7,h,1,16,Windows 11,1,1,6,3,1
Dell,512,60,2.44 kg,25000,intel,i5,h,1,8,dos,4,1,5,3,2
Dell,512,60,2.44 kg,32999,intel,i7,h,1,16,Windows 10,4,1,6,3,0
HP,1,144,2.28 kg,39799,intel,i5,h,1,8,dos,5,1,5,3,2
Lenovo,512,144,2.25 kg,26899,intel,i5,h,1,8,dos,8,1,5,3,2
ASUS,1,60,2 Kg,70000,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,2,144,3 Kg,114999,intel,i9,hx,2,32,Windows 11,1,1,7,5,1
ASUS,2,144,2.59 kg,125000,amd,ryzen 9,hx,2,32,Windows 11,1,0,11,5,1
ASUS,512,144,2.20 Kg,18499,amd,ryzen 7,h,2,8,dos,1,0,10,3,2
HP,512,144,2.29 kg,32000,intel,i7,h,1,16,dos,5,1,6,3,2
MSI,1,60,2.9 kg,79999,intel,i9,h,1,32,Windows 11,9,1,7,3,1
Dell,1,60,2.672 kg,69999,intel,i7,h,1,32,Windows 11,4,1,6,3,1
Dell,512,60,2.672 Kg,44499,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Dell,512,60,2.672 Kg,37500,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Dell,512,60,2.65 kg,29399,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Dell,512,60,2.65 kg,36499,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Dell,512,60,2.559 Kg,25199,intel,i5,h,1,8,Windows 10,4,1,5,3,0
MSI,1,60,2.47 kg,49999,intel,i7,h,1,16,Windows 11,9,1,6,3,1
Dell,512,60,2.559 Kg,22999,intel,i5,h,1,16,Windows 10,4,1,5,3,0
Lenovo,512,144,2.25 kg,26500,amd,ryzen 5,h,1,8,Windows 11,8,0,9,3,1
HP,512,144,2.23 kg,25999,intel,i7,h,1,8,dos,5,1,6,3,2
Lenovo,1,60,2.5 kg,64999,intel,i7,h,1,16,Windows 11,8,1,6,3,1
Lenovo,512,144,2.25 kg,22999,amd,ryzen 7,h,1,16,Windows 11,8,0,10,3,1
MSI,1,60,2.45 kg,53399,intel,i7,h,1,32,Windows 10,9,1,6,3,0
Lenovo,512,144,2.25 kg,28777,intel,i5,h,1,16,dos,8,1,5,3,2
Lenovo,1,60,2.4 kg,55299,amd,ryzen 7,h,1,16,Windows 11,8,0,10,3,1
Lenovo,1,60,2.4 kg,45999,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
Lenovo,2,60,2.5 kg,111249,amd,ryzen 9,hx,1,32,Windows 11,8,0,11,5,1
Lenovo,512,144,2.25 kg,27999,amd,ryzen 5,h,1,8,Windows 11,8,0,9,3,1
Lenovo,512,144,2.25 kg,38999,amd,ryzen 7,h,1,16,Windows 11,8,0,10,3,1
Lenovo,256,144,2.25 kg,43777,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,256,144,2.25 kg,23099,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
HP,512,144,2.29 kg,28888,intel,i5,h,1,8,Windows 11,5,1,5,3,1
Dell,512,60,2.65 kg,44199,intel,i7,h,1,16,Windows 11,4,1,6,3,1
Dell,512,60,2.36 kg,49849,intel,i7,h,1,16,Windows 10,4,1,6,3,0
Razer,1,60,2.08kg,49999,intel,i7,h,1,32,Windows 10,11,1,6,3,0
Lenovo,256,144,2.25 kg,18399,amd,ryzen 5,h,1,16,dos,8,0,9,3,2
Lenovo,512,60,2.3 kg,24249,intel,i7,h,1,16,dos,8,1,6,3,2
HP,1,60,2.28 kg,19115,intel,i5,h,1,16,dos,5,1,5,3,2
HP,256,144,2.28 kg,20999,intel,i5,h,1,8,dos,5,1,5,3,2
ASUS,512,144,2.10 kg,31870,amd,ryzen 7,h,2,16,Windows 11,1,0,10,3,1
ASUS,1,144,2.30 Kg,31535,intel,i7,h,2,16,Windows 10,1,1,6,3,0
ASUS,512,144,2 kg,27770,intel,i7,h,2,16,Windows 10,1,1,6,3,0
ASUS,1,144,2.30 Kg,68570,amd,ryzen 9,hx,2,32,Windows 10,1,0,11,5,0
ASUS,1,144,2.30 Kg,71830,amd,ryzen 9,hx,2,32,Windows 10,1,0,11,5,0
ASUS,1,144,1.60 Kg,58349,amd,ryzen 9,hs,2,16,Windows 10,1,0,11,4,0
ASUS,2,144,2.60 Kg,93300,intel,i9,h,2,32,Windows 10,1,1,7,3,0
ASUS,1,60,2.34 kg,84870,intel,i9,h,2,32,Windows 11,1,1,7,3,1
Lenovo,256,144,2.25 kg,28888,intel,i7,h,1,8,Windows 11,8,1,6,3,1
Lenovo,512,60,2.4 Kg,33999,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,1,60,2.3 Kg,37799,intel,i7,h,1,16,dos,8,1,6,3,2
Dell,512,60,2.672 Kg,51899,intel,i7,h,1,16,dos,4,1,6,3,2
Dell,512,60,2.672 Kg,42999,intel,i7,h,1,16,dos,4,1,6,3,2
Lenovo,512,144,2.2 kg,22999,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,512,144,2.25 kg,21649,amd,ryzen 5,h,1,8,dos,8,0,9,3,2
ASUS,512,144,2.00 Kg,31500,intel,i7,h,2,16,Windows 10,1,1,6,3,0
Lenovo,1,60,2.4 kg,34720,intel,i7,h,1,16,dos,8,1,6,3,2
Lenovo,1,60,2.5 kg,73249,amd,ryzen 7,h,1,16,Windows 11,8,0,10,3,1
Lenovo,2,60,2.5 kg,69500,intel,i7,h,1,32,Windows 11,8,1,6,3,1
ASUS,512,144,2.20 Kg,42300,intel,i7,h,2,16,Windows 11,1,1,6,3,1
ASUS,512,144,2.60 Kg,33749,intel,i7,h,2,16,Windows 10,1,1,6,3,0
MSI,1,60,2.25 Kg,32699,intel,i7,h,1,16,Windows 11,9,1,6,3,1
Dell,512,60,2.65 kg,32999,intel,i7,h,1,16,dos,4,1,6,3,2
ASUS,512,144,1.30 Kg,52000,amd,ryzen 9,h,1,16,Windows 10,1,0,11,3,0
Lenovo,256,144,2.25 Kg,19549,intel,i5,h,1,8,Windows 11,8,1,5,3,1
MSI,1,60,2.38 kg,69455,intel,i9,h,1,32,Windows 10,9,1,7,3,0
Lenovo,1,60,2.4 kg,27699,intel,i7,h,1,16,dos,8,1,6,3,2
MSI,2,60,2.9 Kg,75549,intel,i9,h,1,32,Windows 10,9,1,7,3,0
ASUS,512,144,2.30 Kg,41199,intel,i7,h,1,16,Windows 10,1,1,6,3,0
Razer,1,60,2.01 kg,64422,intel,i9,h,1,32,Windows 10,11,1,7,3,0
Lenovo,512,60,2.4 kg,30199,intel,i7,h,1,8,dos,8,1,6,3,2
Lenovo,256,144,2.2 kg,19149,amd,ryzen 7,h,1,16,dos,8,0,10,3,2
MSI,1,60,2.38 kg,45249,intel,i7,h,1,16,Windows 10,9,1,6,3,0
MSI,1,60,2.1 kg,65999,intel,i7,h,1,16,Windows 10,9,1,6,3,0
MSI,1,60,2.38 kg,98000,intel,i9,h,1,32,Windows 11,9,1,7,3,1
MSI,1,60,2.1 kg,64899,intel,i9,h,1,32,Windows 10,9,1,7,3,0
MSI,1,60,2.1 kg,54499,intel,i7,h,1,8,Windows 10,9,1,6,3,0
MSI,1,60,2.38 kg,48365,intel,i7,h,1,8,Windows 10,9,1,6,3,0
MSI,2,60,2.9 Kg,82699,intel,i9,h,1,4,Windows 10,9,1,7,3,0
HP,256,144,2.46 Kg,21000,intel,i5,h,1,8,Windows 11,5,1,5,3,1
Lenovo,512,144,2.25 Kg,27999,amd,ryzen 7,h,1,8,dos,8,0,10,3,2
ASUS,2,144,2.60 Kg,95800,intel,i9,h,2,32,Windows 10,1,1,7,3,0
MSI,1,60,2.25 kg,31949,intel,i7,h,1,16,Windows 10,9,1,6,3,0
MSI,512,60,2.25 kg,27999,intel,i7,h,1,8,dos,9,1,6,3,2
ASUS,1,144,2.30 Kg,72280,amd,ryzen 9,hx,2,32,Windows 10,1,0,11,5,0
ASUS,1,60,2.30 Kg,36550,intel,i7,h,1,16,Windows 10,1,1,6,3,0
MSI,2,60,2.38 kg,105000,intel,i9,h,1,32,Windows 10,9,1,7,3,0
ACER,512,60,2.30 Kg,40000,amd,ryzen 7,h,2,16,Windows 10,0,0,10,3,0
Dell,512,60,2.57 kg,40500,amd,ryzen 7,h,1,8,Windows 11,4,0,10,3,1
Lenovo,512,144,2.2 kg,40000,intel,i7,h,1,16,Windows 10,8,1,6,3,0
Dell,512,60,2.65 kg,48000,intel,i7,h,1,16,dos,4,1,6,3,2
Lenovo,512,144,2.25 kg,33000,intel,i5,h,1,16,dos,8,1,5,3,2
Dell,512,60,2.65 kg,45149,intel,i7,h,1,16,dos,4,1,6,3,2
HP,1,60,1.85 kg,39000,amd,ryzen 7,h,1,8,dos,5,0,10,3,2
MSI,1,60,1.86 kg,60000,intel,i7,h,1,32,Windows 10,9,1,6,3,0
Lenovo,256,144,2.2 kg,28888,intel,i7,h,1,8,dos,8,1,6,3,2
Dell,512,60,1.75 kg,40999,intel,i7,u,1,8,Windows 11,4,1,6,7,1
Lenovo,512,60,1.59 kg,30999,intel,i7,h,2,8,Windows 11,8,1,6,3,1
Lenovo,512,60,1.59 kg,26199,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,512,60,1.61 kg,38888,amd,ryzen 5,hs,1,8,Windows 11,8,0,9,4,1
Lenovo,512,60,1.5 kg,37777,intel,i7,h,2,16,Windows 11,8,1,6,3,1
Lenovo,512,60,1.59 kg,29999,intel,i7,h,1,8,dos,8,1,6,3,2
MSI,512,60,1.7 kg,19999,intel,i5,u,1,8,dos,9,1,5,7,2
Lenovo,512,60,1.61 kg,17999,amd,ryzen 7,u,1,8,dos,8,0,10,7,2
Lenovo,512,60,1.6 kg,31999,intel,i5,h,1,16,Windows 11,8,1,5,3,1
Lenovo,512,60,1.63 kg,18888,intel,i5,u,2,8,dos,8,1,5,7,2
HP,256,60,1.59 kg,15999,intel,i3,u,1,4,dos,5,1,4,7,2
Lenovo,512,60,1.59 kg,28888,intel,i7,h,2,8,dos,8,1,6,3,2
Acer,512,60,1.78 kg,16777,amd,ryzen 7,u,2,8,dos,2,0,10,7,2
Lenovo,512,60,1.59 kg,25999,intel,i5,h,2,16,Windows 11,8,1,5,3,1
HP,512,60,1.62 kg,32999,intel,i5,u,1,8,Windows 11,5,1,5,7,1
HP,512,60,1.62 kg,42999,intel,i7,u,1,16,Windows 11,5,1,6,7,1
ASUS,1,60,1.88 kg,36999,snapdragon,snapdragon,p,1,16,Windows 11,1,2,12,6,1
ASUS,512,60,1.42 kg,50999,snapdragon,snapdragon,p,1,16,Windows 11,1,2,12,6,1
ASUS,512,60,1.30 kg,53777,amd,ryzen 9,hs,1,16,Windows 11,1,0,11,4,1
Lenovo,512,60,1.65 kg,23999,intel,i5,h,1,8,dos,8,1,5,3,2
Lenovo,512,60,1.62 kg,29999,intel,i7,h,2,16,dos,8,1,6,3,2
ASUS,1,60,1.65 kg,89999,intel,ultra 7,u,1,32,Windows 11,1,1,14,7,1
ASUS,2,60,1.85 kg,136666,amd,ai 9,hx,1,4,Windows 11,1,0,1,5,1
Dell,512,60,1.66 kg,21499,intel,i5,u,1,8,dos,4,1,5,7,2
Dell,1,60,1.75 kg,44444,intel,i7,u,1,16,Windows 11,4,1,6,7,1
ASUS,2,60,1.50 kg,95999,amd,ai 9,hx,1,32,Windows 11,1,0,1,5,1
ASUS,2,60,1.65 kg,109000,intel,ultra 9,u,1,32,Windows 11,1,1,15,7,1
Dell,512,60,1.66 kg,25499,intel,i7,u,1,8,dos,4,1,6,7,2
Dell,512,60,1.75 kg,33999,intel,i5,u,1,8,Windows 11,4,1,5,7,1
HP,512,60,1.59 kg,24499,intel,i5,u,1,8,dos,5,1,5,7,2
Dell,256,60,1.70 kg,17777,amd,ryzen 5,u,1,8,dos,4,0,9,7,2
