Age,Gender,Family_Income,Study_Hours_per_Day,Attendance_Rate,Travel_Time_Minutes,Part_Time_Job,Scholarship,Stress_Index,CGPA,Semester,Department,Parental_Education,Dropout,Parental_Education_label,Department_label
21,1,25000.0,4.5,82.3,32.8,0,0,5.6,2.17,2,Arts,Master,0,2,0
18,1,50419.0,3.42,80.2,47.7,1,0,6.7,1.92,3,CS,Bachelor,0,1,2
22,1,114429.0,4.08,86.3,42.5,1,0,8.6,2.03,2,Science,High School,0,0,4
20,0,29803.5,4.025,76.2,5.0,0,0,5.5,1.83,3,Business,High School,1,0,3
17,1,57541.0,5.24,80.6,38.9,0,0,6.8,2.83,2,CS,High School,1,0,2
23,0,87770.0,4.72,80.5,29.8,0,1,5.6,3.69,3,Engineering,Bachelor,0,1,1
19,0,29803.5,3.9,81.4,29.3,0,0,5.5,1.67,2,Arts,High School,0,0,0
19,1,25000.0,6.52,77.5,29.7,0,1,10.0,1.84,3,Business,High School,1,0,3
21,0,44096.0,4.61,71.3,42.7,1,0,4.1,0.0,1,Engineering,Bachelor,1,1,1
23,1,25628.0,4.26,89.5,49.7,1,0,7.0,1.52,2,Business,Bachelor,1,1,3
18,0,25000.0,5.17,81.1,15.7,0,0,5.0,2.05,3,Science,Bachelor,0,1,4
21,1,28370.0,3.17,91.0,30.9,1,0,3.1,0.63,1,Science,Bachelor,1,1,4
21,0,46006.0,3.05,85.8,46.8,1,0,8.6,0.99,3,Science,Master,0,2,4
22,1,27190.0,3.52,86.1,27.5,0,0,2.4,2.66,3,Arts,High School,0,0,0
21,1,25000.0,2.69,91.0,32.4,0,1,1.6,3.74,2,Arts,Bachelor,0,1,0
20,1,26001.0,4.15,100.0,32.6,0,1,6.8,2.89,2,CS,High School,0,0,2
19,0,29387.0,1.35,92.4,55.4,1,1,5.0,1.76,2,Science,High School,1,0,4
21,1,25000.0,3.38,89.1,39.0,0,0,6.3,3.41,3,CS,Master,0,2,2
18,0,27292.0,1.44,84.3,54.8,0,0,5.5,2.02,2,Business,PhD,1,3,3
17,0,25000.0,3.66,92.1,50.9,0,1,6.6,1.9,4,CS,Bachelor,1,1,2
22,0,44153.0,3.72,76.0,27.3,1,0,5.0,1.58,1,Science,High School,0,0,4
23,1,31202.0,4.03,86.7,33.6,1,1,5.5,0.49,1,Arts,High School,0,0,0
17,0,54591.0,4.37,92.2,54.6,1,0,7.2,3.36,2,Business,High School,0,0,3
18,1,25000.0,2.99,89.6,16.3,1,0,8.3,3.11,1,CS,High School,0,0,2
22,1,25000.0,3.5,81.4,39.1,0,0,7.8,2.04,2,CS,High School,0,0,2
25,0,35478.0,5.86,85.6,39.3,1,0,5.3,1.93,1,Arts,Bachelor,0,1,0
21,1,25000.0,2.58,79.4,26.7,0,0,6.8,1.86,3,Arts,Bachelor,0,1,0
19,0,35145.0,6.78,75.9,25.4,0,1,6.3,1.46,4,Arts,Bachelor,1,1,0
20,1,25000.0,4.55,93.6,27.1,1,1,6.3,2.18,1,Arts,High School,0,0,0
24,0,25000.0,2.32,78.5,38.4,1,0,3.1,2.52,2,Arts,Bachelor,0,1,0
19,0,37919.0,2.65,78.5,47.7,0,0,6.9,0.08,4,Engineering,High School,1,0,1
19,0,25000.0,5.08,78.6,38.9,0,0,6.6,2.44,1,Engineering,High School,0,0,1
19,0,25000.0,4.96,76.4,14.9,0,0,8.8,0.61,3,Arts,High School,1,0,0
18,0,34508.0,4.56,76.2,48.1,1,0,7.6,1.34,3,Science,High School,0,0,4
21,0,30604.5,4.105,68.2,44.3,0,0,5.5,1.35,1,CS,Bachelor,0,1,2
24,0,32900.0,3.86,69.6,27.1,1,0,5.3,2.84,1,Engineering,Bachelor,0,1,1
21,0,36192.0,2.99,80.5,22.1,1,0,3.7,3.61,2,Engineering,High School,0,0,1
20,0,30774.0,4.51,85.7,19.1,0,1,8.8,1.42,4,Business,High School,1,0,3
20,1,42824.0,6.1,68.6,42.9,1,1,3.6,3.43,1,Engineering,Master,0,2,1
17,1,31523.0,3.96,83.5,7.4,0,0,2.1,3.52,2,CS,Master,0,2,2
22,1,25000.0,4.34,92.3,43.2,1,1,7.1,3.06,1,Arts,Bachelor,0,1,0
20,1,25000.0,5.33,78.2,24.6,1,0,5.7,1.86,1,Business,High School,0,0,3
20,1,94539.0,3.32,74.1,33.4,1,0,6.0,2.13,3,Science,Bachelor,1,1,4
28,1,29734.0,4.54,81.5,5.0,0,0,5.8,2.88,4,Arts,High School,0,0,0
21,0,52583.0,5.04,86.2,8.7,1,1,3.6,4.0,4,Business,High School,0,0,3
19,1,29803.5,4.15,77.5,21.8,0,0,5.5,3.68,3,Engineering,High School,0,0,1
20,0,28715.0,2.31,89.6,19.1,1,0,4.9,2.45,1,Science,Master,0,2,4
23,1,25000.0,3.71,85.8,39.1,0,0,4.7,3.52,2,Science,Bachelor,0,1,4
21,1,130556.0,5.11,95.8,33.6,1,0,8.1,3.7,3,Business,Bachelor,0,1,3
17,0,34612.0,2.09,68.5,53.2,1,0,6.9,1.51,1,Science,High School,1,0,4
23,1,25000.0,4.31,70.7,36.2,1,0,1.4,3.87,4,CS,PhD,0,3,2
19,0,25000.0,3.76,78.7,22.2,0,0,5.9,2.46,2,CS,High School,0,0,2
25,0,97172.0,3.71,71.3,44.7,1,1,7.4,0.53,2,CS,Bachelor,0,1,2
23,0,26958.0,4.39,94.6,24.4,0,0,3.3,3.47,3,Business,Bachelor,1,1,3
20,1,46469.0,1.8,83.9,23.8,0,0,3.9,3.65,1,Engineering,Master,0,2,1
23,1,49692.0,5.55,79.4,30.0,1,0,7.3,0.91,1,Science,Bachelor,0,1,4
21,1,25000.0,2.84,94.4,49.4,1,1,4.7,1.53,2,Arts,High School,0,0,0
22,0,44510.0,4.47,84.3,42.6,0,0,1.9,3.74,4,Science,High School,0,0,4
22,0,25000.0,4.91,80.3,42.2,1,1,7.7,1.17,1,Science,Master,1,2,4
19,1,29718.0,3.9,75.7,53.5,1,0,5.5,1.07,1,Arts,Bachelor,0,1,0
19,0,59795.0,3.96,86.4,42.0,0,0,6.2,2.7,3,Science,Bachelor,0,1,4
23,1,27040.0,2.1,86.2,15.3,1,0,5.4,0.67,2,Business,Bachelor,1,1,3
20,0,40583.0,1.93,87.5,36.5,1,0,7.5,0.15,4,Business,Bachelor,0,1,3
20,0,38046.0,5.66,88.4,49.5,1,1,3.5,3.73,3,Science,High School,0,0,4
18,0,43598.0,3.27,93.6,11.8,1,1,6.7,4.0,3,Science,Bachelor,0,1,4
21,1,25000.0,3.51,75.4,29.8,0,0,7.9,2.68,3,CS,PhD,0,3,2
25,0,25000.0,2.53,99.9,17.2,1,0,3.1,3.41,4,Science,Bachelor,0,1,4
18,0,25000.0,3.5,96.4,31.5,1,0,4.2,3.55,2,Science,High School,0,0,4
21,0,25000.0,6.27,95.7,43.6,1,1,8.5,2.46,1,CS,Bachelor,0,1,2
24,0,38461.0,4.04,80.4,46.1,1,0,7.4,3.4,1,Science,Bachelor,0,1,4
20,0,60605.0,2.95,76.3,27.8,0,1,4.0,3.07,2,CS,Master,0,2,2
22,0,66643.0,5.36,82.8,37.9,0,1,3.3,3.74,3,Science,High School,0,0,4
18,1,25000.0,0.76,84.3,12.0,0,0,6.0,0.62,2,CS,High School,0,0,2
21,0,35425.0,3.99,88.9,9.0,1,0,6.1,3.8,4,Business,Bachelor,0,1,3
20,1,38847.0,3.54,80.7,43.4,1,1,5.4,2.8,1,Arts,High School,0,0,0
23,1,43164.0,3.64,89.4,5.0,1,1,9.7,1.48,4,Arts,High School,0,0,0
23,0,25000.0,2.13,79.2,21.8,0,0,6.7,0.46,1,CS,Master,0,2,2
26,0,88641.0,3.81,82.4,38.1,1,1,4.0,1.99,4,Business,PhD,1,3,3
22,1,31048.5,4.285,87.8,32.6,0,1,5.5,1.22,1,Science,Master,0,2,4
21,0,52659.0,2.76,83.0,5.0,0,0,5.6,2.4,1,Business,High School,0,0,3
21,0,61211.0,3.48,76.6,36.3,0,1,4.3,3.15,3,CS,Master,0,2,2
20,0,40965.0,1.48,74.8,19.7,1,0,7.1,0.34,2,Business,High School,1,0,3
21,1,25000.0,6.83,90.5,31.4,1,0,8.2,2.67,3,Science,Master,0,2,4
20,1,27354.0,0.5,86.0,22.5,0,1,5.9,2.07,2,Arts,Master,0,2,0
21,1,25000.0,3.81,93.1,21.7,1,0,3.7,3.41,3,Arts,Bachelor,0,1,0
23,1,38141.0,3.78,91.2,8.4,1,1,5.7,2.35,2,Business,High School,0,0,3
18,0,26862.0,3.26,79.7,25.7,0,1,3.8,3.96,4,Business,Bachelor,0,1,3
23,0,29018.0,3.69,90.1,44.8,1,0,5.9,2.61,4,Engineering,Bachelor,0,1,1
23,0,61230.0,4.83,84.8,24.9,1,0,6.9,2.35,4,Arts,High School,0,0,0
20,0,25000.0,2.37,81.1,25.5,1,0,1.9,2.59,4,Business,Bachelor,0,1,3
17,0,25559.0,1.69,100.0,21.5,1,1,6.8,1.15,3,CS,High School,1,0,2
19,0,30127.0,3.31,100.0,14.6,1,0,4.8,2.14,2,Business,Bachelor,0,1,3
23,0,25000.0,0.5,87.2,18.0,1,0,4.5,2.02,3,Business,High School,0,0,3
20,0,25346.0,2.86,75.2,32.7,0,0,3.1,0.98,4,Engineering,Bachelor,1,1,1
18,0,25000.0,3.3,78.2,59.5,1,0,3.6,1.86,1,CS,Master,0,2,2
19,1,25000.0,4.12,77.7,41.7,1,0,8.7,1.13,1,Engineering,High School,1,0,1
22,1,49668.0,5.68,88.5,37.4,1,0,7.0,1.16,3,CS,High School,1,0,2
22,1,38885.0,4.39,85.1,53.9,0,0,7.8,0.8,4,Arts,Bachelor,1,1,0
20,0,25000.0,4.45,79.5,35.6,0,0,4.0,3.02,1,Arts,High School,0,0,0
20,0,30469.0,3.06,98.5,42.9,0,0,8.7,1.71,1,Science,High School,0,0,4
20,0,25000.0,3.21,78.6,32.6,1,0,5.4,3.49,1,CS,Bachelor,0,1,2
19,0,29691.0,3.24,96.9,35.4,1,0,4.1,4.0,1,Business,Bachelor,0,1,3
24,0,172507.0,3.83,91.4,13.1,0,0,3.6,2.64,1,Arts,Master,1,2,0
20,1,89992.0,3.42,87.2,26.3,0,0,3.6,1.47,3,Arts,PhD,1,3,0
23,1,30686.0,4.42,75.8,23.3,1,1,4.2,2.63,1,Arts,Master,0,2,0
24,0,32731.0,4.8,94.8,22.6,1,1,3.9,3.95,1,Business,Bachelor,0,1,3
23,0,25000.0,5.66,97.8,21.9,1,1,7.1,2.39,3,CS,Master,0,2,2
20,0,25000.0,4.36,83.9,47.2,0,0,10.0,1.92,3,Science,Bachelor,1,1,4
21,0,36950.0,4.42,92.0,25.6,1,0,5.1,3.0,1,Business,Bachelor,0,1,3
20,0,25000.0,5.51,82.8,28.3,1,1,5.1,2.84,2,Science,Bachelor,0,1,4
19,0,51149.0,4.94,94.0,57.2,0,1,2.2,4.0,3,CS,Bachelor,0,1,2
21,0,76253.0,3.53,74.4,39.3,0,0,3.8,3.99,2,Arts,High School,0,0,0
18,0,36300.0,2.64,89.9,30.1,0,0,2.6,3.06,2,CS,Bachelor,0,1,2
23,0,31604.0,3.38,61.9,42.7,0,1,7.0,1.89,2,CS,Master,1,2,2
20,0,25000.0,2.92,72.6,22.0,1,0,9.0,0.07,3,CS,Bachelor,1,1,2
21,0,46563.0,4.15,73.5,24.9,0,0,3.6,2.78,1,Business,High School,0,0,3
21,1,25000.0,4.64,82.1,25.7,1,0,5.1,4.0,4,Arts,Master,0,2,0
20,0,25000.0,3.47,74.9,33.0,1,0,5.1,2.67,1,Business,Bachelor,0,1,3
22,1,52878.0,3.52,75.0,35.6,0,1,6.7,1.62,1,Science,High School,0,0,4
20,1,28160.0,4.02,80.6,18.6,1,0,5.5,1.16,2,Science,Master,0,2,4
22,1,25000.0,3.26,81.0,34.9,0,0,9.3,1.61,4,Engineering,Master,0,2,1
18,1,25000.0,8.08,72.8,37.3,0,0,4.2,3.85,2,Arts,Bachelor,0,1,0
21,1,25000.0,5.46,71.3,24.4,1,1,7.1,2.33,3,Arts,High School,0,0,0
25,1,25000.0,5.73,75.2,28.0,0,0,4.4,3.41,1,Science,Master,0,2,4
18,0,25000.0,4.63,90.0,16.4,0,0,2.6,3.58,4,Business,PhD,0,3,3
19,0,25000.0,5.21,100.0,11.9,1,0,8.1,3.55,1,CS,High School,0,0,2
22,1,44794.0,3.55,93.7,16.2,1,0,8.9,1.4,1,Business,Master,0,2,3
21,1,37674.0,2.94,79.1,38.6,1,1,6.2,1.25,1,Arts,Bachelor,0,1,0
21,1,41619.0,5.93,85.3,36.3,1,1,4.4,4.0,3,CS,High School,0,0,2
22,1,25000.0,2.58,82.0,53.1,0,1,3.5,3.43,2,CS,High School,0,0,2
22,1,25000.0,4.64,80.9,30.5,1,0,6.5,2.13,1,Engineering,Bachelor,0,1,1
23,1,30703.0,6.32,82.9,30.6,1,0,1.7,4.0,1,Science,Bachelor,0,1,4
21,1,30898.0,5.26,84.2,34.0,0,1,7.1,1.31,4,Business,High School,0,0,3
20,1,27218.0,3.67,68.0,17.2,1,0,4.7,2.98,2,Engineering,High School,0,0,1
22,1,25000.0,5.66,77.0,40.8,0,0,4.7,2.39,3,Business,Bachelor,1,1,3
25,1,82989.0,4.28,81.7,34.6,0,0,3.6,2.84,2,Business,PhD,0,3,3
20,1,38392.0,3.83,100.0,18.6,1,0,2.9,2.47,4,Arts,Master,0,2,0
18,1,96994.0,4.96,87.1,34.5,1,0,5.4,1.46,2,Arts,Master,0,2,0
23,0,63664.0,2.86,90.8,39.1,1,1,5.9,1.9,4,Business,Bachelor,0,1,3
20,0,82616.0,2.13,81.1,14.0,1,1,5.3,2.52,2,Science,Bachelor,0,1,4
17,1,25000.0,3.7,93.5,42.7,1,1,7.5,1.79,4,Business,High School,0,0,3
22,1,42442.0,3.15,84.3,24.6,0,0,5.6,3.56,1,Science,Bachelor,0,1,4
19,0,25000.0,2.11,88.6,5.0,0,0,6.8,3.38,2,CS,Bachelor,0,1,2
20,0,25000.0,4.04,83.4,41.7,1,0,2.9,3.51,3,Arts,PhD,0,3,0
21,1,72955.0,3.3,86.4,46.1,1,1,4.7,1.14,4,Science,High School,1,0,4
21,1,25000.0,2.76,78.2,16.5,0,1,8.2,0.83,2,Business,High School,1,0,3
22,1,25000.0,3.98,96.6,9.9,1,1,7.2,2.76,2,CS,Master,0,2,2
20,1,25000.0,2.77,78.1,45.9,0,0,6.1,2.48,1,Engineering,Bachelor,0,1,1
22,0,25000.0,5.51,74.4,22.6,1,0,4.8,2.46,2,Science,Bachelor,0,1,4
20,0,25000.0,6.31,83.3,46.1,1,1,3.8,3.53,1,Engineering,High School,0,0,1
22,0,26031.0,4.91,97.0,8.5,1,1,4.5,3.86,1,Engineering,PhD,0,3,1
22,1,83993.0,3.44,76.5,46.9,0,0,6.6,2.97,1,Science,Master,0,2,4
18,0,25000.0,4.53,80.6,42.9,0,1,1.9,3.95,2,Arts,Bachelor,0,1,0
23,1,80464.0,3.13,84.1,36.5,0,0,8.7,0.15,4,Engineering,High School,1,0,1
19,0,49479.0,4.87,71.4,5.9,1,0,7.7,1.91,4,Arts,Master,0,2,0
22,1,37713.0,4.94,71.0,25.7,1,0,7.7,0.15,3,CS,Bachelor,0,1,2
21,1,46577.0,5.02,91.0,42.1,1,0,6.6,3.75,4,Business,Bachelor,0,1,3
25,0,29977.0,3.52,82.6,9.8,1,1,5.7,1.71,4,Engineering,Master,1,2,1
20,1,64320.0,4.92,73.5,23.7,0,1,6.2,0.47,3,Science,Bachelor,0,1,4
20,0,29684.0,3.935,64.5,34.8,1,0,5.5,1.46,3,CS,Bachelor,0,1,2
21,0,25000.0,4.34,77.5,16.1,1,0,9.3,1.12,2,CS,Bachelor,1,1,2
20,0,35516.0,4.12,82.1,45.6,0,0,5.3,3.09,1,Engineering,High School,0,0,1
22,0,47590.0,2.61,83.6,43.2,0,0,4.6,2.26,1,CS,Bachelor,0,1,2
17,1,25000.0,4.54,64.8,32.9,1,0,5.0,3.02,1,Business,PhD,0,3,3
18,1,32072.0,3.64,92.7,35.2,1,1,4.2,2.78,2,Business,Bachelor,0,1,3
18,0,25000.0,2.33,82.6,23.5,1,0,7.0,3.07,2,CS,Bachelor,0,1,2
23,0,25000.0,3.08,76.9,37.1,1,1,4.6,2.47,3,Arts,Bachelor,1,1,0
24,1,25000.0,4.56,89.1,22.8,0,1,5.3,2.75,4,Arts,Bachelor,0,1,0
20,1,25000.0,3.37,73.7,27.6,1,0,7.9,2.41,3,Engineering,High School,1,0,1
20,0,44419.0,3.26,79.5,24.1,1,1,7.4,0.85,4,Business,Bachelor,0,1,3
21,1,25000.0,1.3,72.3,47.2,0,1,3.7,2.27,3,Engineering,Bachelor,0,1,1
23,1,25000.0,5.42,88.0,44.5,0,0,7.6,1.83,3,Science,Master,0,2,4
19,1,25000.0,2.57,91.5,18.0,1,1,3.0,1.94,1,CS,Bachelor,0,1,2
21,0,25102.0,4.08,85.1,46.1,0,1,2.8,3.53,4,Arts,Bachelor,0,1,0
23,1,25000.0,3.39,80.5,20.4,1,1,4.9,3.68,3,Engineering,High School,1,0,1
22,1,37886.0,4.35,71.8,52.2,0,0,6.0,1.25,2,Science,Master,1,2,4
21,1,25000.0,4.32,78.3,48.9,1,0,5.1,2.84,1,Business,Bachelor,0,1,3
23,1,58656.0,3.73,83.9,56.3,1,0,6.3,1.79,1,CS,Bachelor,0,1,2
17,1,25000.0,4.36,77.4,33.5,0,0,4.8,3.44,1,CS,Bachelor,0,1,2
22,0,28075.0,4.02,78.4,26.6,0,0,1.8,2.35,1,Business,Master,1,2,3
19,1,29800.0,2.22,73.0,26.4,0,1,5.2,1.43,1,Science,Bachelor,1,1,4
17,1,34425.0,5.57,76.1,34.5,0,0,2.8,2.03,1,Engineering,Bachelor,0,1,1
22,1,30400.0,5.98,70.3,17.8,1,0,5.5,1.14,1,Arts,Bachelor,0,1,0
24,0,25000.0,2.86,84.2,5.0,0,1,3.2,2.68,4,Engineering,High School,0,0,1
20,0,36528.0,1.99,82.4,25.2,1,0,6.4,1.05,4,Arts,High School,1,0,0
23,1,39328.0,5.63,82.8,30.5,1,1,7.9,2.76,2,Science,High School,0,0,4
24,1,25000.0,2.61,79.1,36.7,0,1,2.4,3.78,4,Arts,Bachelor,0,1,0
23,0,38400.0,5.68,77.3,34.8,1,1,1.8,3.96,3,Business,Bachelor,0,1,3
24,1,29219.0,3.79,64.6,31.7,1,0,5.5,3.07,1,Business,High School,0,0,3
22,0,45412.0,3.79,78.6,44.0,0,0,7.5,1.24,4,Engineering,Bachelor,0,1,1
21,1,52022.0,3.77,83.2,19.5,1,1,5.8,3.59,3,Business,Bachelor,0,1,3
17,1,32963.0,2.71,96.7,21.9,0,0,4.7,3.92,1,Arts,Bachelor,0,1,0
20,0,25000.0,4.09,80.5,55.3,0,1,3.6,1.55,4,CS,Bachelor,0,1,2
19,1,25000.0,4.64,77.3,5.0,0,0,6.8,1.27,1,Engineering,High School,0,0,1
25,1,36024.0,4.47,80.0,43.4,0,1,8.3,0.31,4,Arts,Master,1,2,0
20,0,52347.0,4.8,78.1,36.8,1,0,2.1,4.0,4,Arts,Bachelor,0,1,0
21,1,158189.0,5.38,78.0,30.0,1,0,6.0,0.72,4,Arts,Bachelor,1,1,0
22,0,53589.0,3.94,77.3,40.8,0,1,10.0,3.19,2,Engineering,High School,0,0,1
21,1,25000.0,7.67,87.5,38.6,1,0,4.4,3.98,4,Business,Bachelor,0,1,3
24,0,25000.0,4.58,87.4,12.5,1,0,5.2,1.14,2,Science,Bachelor,0,1,4
19,0,116671.0,4.52,89.2,18.3,0,1,5.4,2.7,2,Arts,High School,0,0,0
21,0,26144.0,4.51,90.9,24.2,1,0,4.8,3.62,4,Business,Bachelor,0,1,3
19,0,30592.0,4.53,79.1,5.0,0,0,7.5,1.13,3,Engineering,Bachelor,1,1,1
18,1,28160.0,3.935,69.5,29.9,1,0,5.5,0.88,3,Arts,Master,0,2,0
19,0,76044.0,5.36,97.8,37.7,0,0,2.4,2.74,3,Arts,Master,0,2,0
20,0,40143.0,0.74,63.9,44.0,1,0,3.8,2.86,1,Arts,High School,0,0,0
20,1,25000.0,3.68,79.3,30.9,1,0,7.7,0.2,1,Business,Bachelor,0,1,3
19,0,25000.0,1.86,70.6,21.0,1,1,6.6,2.16,4,Business,Bachelor,1,1,3
17,1,35751.0,5.77,85.2,32.7,0,0,6.3,2.13,1,Business,Bachelor,0,1,3
20,1,30532.0,2.17,74.3,29.1,1,0,6.8,1.53,3,Science,Master,0,2,4
17,1,48985.0,2.97,91.1,39.4,0,0,5.7,3.24,1,Arts,Bachelor,0,1,0
22,0,41282.0,3.13,83.9,29.5,1,0,6.4,3.17,1,Arts,Bachelor,0,1,0
21,0,25370.0,2.42,94.1,40.7,1,1,4.9,2.24,4,CS,High School,0,0,2
17,1,25000.0,3.6,82.8,26.9,1,1,5.1,2.32,3,Business,High School,0,0,3
20,0,27012.0,1.27,91.3,45.5,0,0,5.3,1.01,2,CS,High School,0,0,2
19,0,25000.0,5.98,73.3,32.1,1,0,4.8,2.44,4,Science,Master,0,2,4
21,0,27498.0,4.55,89.9,22.8,0,0,6.3,2.71,2,Science,PhD,0,3,4
23,0,30027.0,3.01,80.9,26.0,0,1,6.0,3.29,1,Engineering,Bachelor,0,1,1
17,1,25000.0,4.74,83.9,38.7,1,1,2.1,3.3,4,Science,High School,0,0,4
21,1,43408.0,4.42,89.4,14.8,1,1,5.1,2.13,4,Business,Bachelor,0,1,3
20,1,25000.0,2.78,85.1,28.4,1,0,5.5,2.66,4,Engineering,High School,0,0,1
22,1,25000.0,4.92,75.7,42.8,0,0,8.3,3.14,2,Science,High School,0,0,4
21,0,28160.0,4.11,78.1,36.2,1,0,5.5,0.93,4,Science,Master,0,2,4
19,0,34384.0,5.47,73.5,16.2,1,0,5.7,3.43,2,Science,Master,0,2,4
20,1,31252.0,3.37,87.7,33.7,0,1,5.4,3.16,2,Science,High School,0,0,4
19,0,38303.0,2.24,79.2,13.9,1,1,7.9,0.59,3,Engineering,PhD,1,3,1
23,0,50971.0,5.27,78.4,32.2,1,1,3.3,3.98,3,Science,Bachelor,0,1,4
21,1,65053.0,3.7,83.6,46.6,0,0,4.1,3.78,2,Arts,Bachelor,0,1,0
25,1,35288.0,3.97,80.1,30.9,1,0,4.0,0.37,3,CS,High School,0,0,2
20,0,25000.0,4.35,91.4,16.4,1,0,5.5,4.0,2,Engineering,PhD,0,3,1
19,1,25299.0,2.72,88.3,27.7,0,0,2.8,3.6,3,Science,Master,0,2,4
17,1,25000.0,3.62,87.8,32.3,0,0,8.1,1.31,3,Science,Bachelor,0,1,4
17,0,82299.0,3.3,78.7,43.1,1,0,6.2,0.92,3,Science,Bachelor,1,1,4
17,1,97972.0,3.49,87.7,43.0,0,0,6.6,3.25,2,CS,Master,0,2,2
21,0,43923.0,5.62,86.0,16.9,1,1,9.3,3.19,4,Business,Bachelor,0,1,3
22,1,49765.0,2.99,72.3,26.1,0,0,4.9,1.59,3,CS,Master,0,2,2
17,1,34564.0,2.93,80.0,34.7,1,0,7.0,3.01,3,CS,High School,0,0,2
23,1,37036.0,5.82,80.6,22.7,1,0,6.5,2.63,1,Arts,Master,0,2,0
19,0,25000.0,2.72,94.0,36.0,1,1,8.3,2.11,4,Arts,Bachelor,0,1,0
21,0,28443.0,4.08,78.6,13.8,0,0,6.7,3.66,3,Arts,Bachelor,0,1,0
24,0,25000.0,4.89,85.9,33.1,1,0,4.6,4.0,1,Business,Bachelor,0,1,3
23,1,35200.0,4.88,92.4,42.3,1,1,6.3,3.49,1,Engineering,High School,0,0,1
20,0,28688.0,2.17,74.6,30.6,1,0,4.3,2.31,2,CS,Bachelor,0,1,2
19,0,95616.0,3.07,84.2,32.1,0,1,4.7,2.28,1,Arts,High School,0,0,0
17,0,51533.0,1.73,98.3,40.1,1,0,5.5,2.09,4,CS,Bachelor,0,1,2
19,0,35267.0,5.08,69.4,24.7,0,1,5.2,2.54,1,Science,High School,0,0,4
20,0,25332.0,5.36,77.1,37.5,1,0,3.9,3.61,3,Engineering,High School,1,0,1
18,1,81277.0,5.31,84.2,29.6,1,1,1.4,4.0,2,CS,Master,0,2,2
20,0,29203.0,3.97,84.9,19.1,1,0,6.0,1.54,3,Arts,Master,0,2,0
21,0,36279.0,3.7,83.3,40.8,0,1,6.2,3.1,2,Business,Bachelor,0,1,3
20,1,30496.0,3.27,86.4,46.8,0,1,6.2,2.26,3,Arts,Bachelor,0,1,0
19,1,25000.0,2.02,92.1,43.9,1,0,8.9,0.85,2,Science,Bachelor,1,1,4
21,0,30391.0,4.68,82.4,40.8,0,1,2.7,2.02,3,Science,Master,0,2,4
22,0,25000.0,2.74,81.4,36.1,0,0,8.3,2.13,3,CS,Bachelor,0,1,2
18,1,25000.0,1.34,86.8,34.4,0,1,10.0,0.62,4,Arts,High School,0,0,0
24,0,36672.0,5.71,97.9,28.9,1,0,8.7,2.16,3,Science,PhD,0,3,4
20,1,76185.0,3.2,86.8,22.0,0,0,4.9,2.95,2,CS,Bachelor,0,1,2
21,0,36641.0,4.32,90.3,5.2,1,0,6.3,3.28,3,Science,Bachelor,0,1,4
22,0,25000.0,3.81,69.4,11.2,1,0,4.1,2.1,3,Business,High School,0,0,3
21,0,25000.0,5.47,80.6,30.2,1,0,4.3,2.44,1,Science,Bachelor,0,1,4
23,1,47606.0,2.09,72.3,14.7,0,0,8.6,1.45,2,Arts,Bachelor,0,1,0
21,1,25000.0,4.99,82.1,35.0,1,1,6.8,4.0,2,CS,Master,0,2,2
19,0,43737.0,3.94,93.4,51.0,0,0,6.9,2.6,3,Arts,Master,0,2,0
21,1,37568.0,4.59,71.7,5.0,0,0,3.5,3.82,2,CS,High School,0,0,2
18,0,39616.0,3.47,95.9,18.3,0,1,2.8,3.28,2,Arts,High School,0,0,0
21,0,30338.0,3.52,82.0,56.2,0,0,7.4,0.0,2,Science,Bachelor,1,1,4
20,1,37428.0,5.19,89.1,40.0,1,1,6.3,2.72,3,CS,PhD,0,3,2
20,0,27676.0,3.03,90.2,28.7,1,0,5.0,2.48,3,Business,Bachelor,0,1,3
20,1,25000.0,3.32,98.0,23.6,0,0,8.6,2.39,3,Science,Bachelor,0,1,4
17,1,25000.0,3.69,86.6,37.0,1,0,6.6,2.26,3,Arts,Master,1,2,0
19,1,25000.0,2.12,75.0,41.8,1,0,4.0,0.62,1,Arts,High School,1,0,0
21,1,26671.0,3.65,90.1,14.8,1,1,2.0,3.74,4,Engineering,Bachelor,0,1,1
21,0,73986.0,3.73,60.6,47.9,0,0,6.6,1.33,4,Engineering,Bachelor,0,1,1
18,0,46076.0,4.89,74.7,34.8,0,1,4.7,3.53,3,Engineering,Master,0,2,1
23,0,34085.0,3.32,77.4,41.3,0,1,5.3,0.59,1,Engineering,Bachelor,1,1,1
19,0,25000.0,1.55,65.2,42.3,0,0,5.1,2.48,3,CS,Master,0,2,2
23,0,54090.0,4.04,95.5,33.7,1,0,8.1,1.77,4,Engineering,High School,1,0,1
21,0,27679.0,3.38,92.6,35.3,1,0,7.0,0.07,2,Science,Bachelor,0,1,4
19,1,76493.0,2.46,85.6,36.2,0,1,5.3,1.02,1,Engineering,High School,0,0,1
24,0,25000.0,4.42,89.8,25.7,1,0,5.3,4.0,4,Business,Bachelor,1,1,3
18,1,25000.0,4.47,84.9,37.8,0,1,6.0,2.96,2,Science,Master,0,2,4
23,1,25000.0,4.79,88.9,26.9,0,0,7.9,2.13,2,Arts,Bachelor,1,1,0
23,1,25000.0,4.49,92.1,30.0,0,1,5.6,3.74,1,CS,Bachelor,0,1,2
19,0,25000.0,4.96,70.4,48.8,1,0,4.5,3.55,2,Engineering,PhD,0,3,1
